ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Month
12606610,JF130316,02/01/2022 01:00:00 AM,018XX W HARRISON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,HOTEL / MOTEL,1,0,1231,12.0,27.0,28.0,15,1164057.0,1897402.0,2022,10/11/2022 04:45:59 PM,41.874095762,-87.673124235,"(41.874095762, -87.673124235)",02
12609237,JF133404,02/01/2022 01:00:00 AM,121XX S GREEN ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,0,1,524,5.0,34.0,53.0,26,1172855.0,1824282.0,2022,10/11/2022 04:45:59 PM,41.673255711,-87.64297727200001,"(41.673255711, -87.642977272)",02
12607129,JF130451,02/01/2022 01:00:00 AM,023XX E 70TH ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,0,0,331,3.0,5.0,43.0,02,1193221.0,1859006.0,2022,10/11/2022 04:45:59 PM,41.768069819,-87.567306284,"(41.768069819, -87.567306284)",02
12607687,JF131611,02/01/2022 01:00:00 AM,016XX E 86TH PL,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,0,1,412,4.0,8.0,45.0,04A,1188706.0,1847951.0,2022,10/11/2022 04:45:59 PM,41.737843039,-87.58420841,"(41.737843039, -87.58420841)",02
12607514,JF131403,02/01/2022 01:00:00 AM,013XX S SPRINGFIELD AVE,0460,BATTERY,SIMPLE,APARTMENT,0,0,1011,10.0,24.0,29.0,08B,1150593.0,1893499.0,2022,10/11/2022 04:45:59 PM,41.863659027,-87.722660006,"(41.863659027, -87.722660006)",02
12677528,JF216053,02/01/2022 01:00:00 AM,026XX N MULLIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,0,0,2512,25.0,30.0,19.0,11,1133630.0,1916934.0,2022,10/11/2022 04:45:59 PM,41.928281989,-87.784380699,"(41.928281989, -87.784380699)",02
12606690,JF130315,02/01/2022 01:00:00 AM,011XX N DEARBORN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,1824,18.0,2.0,8.0,08B,1175721.0,1908209.0,2022,10/11/2022 04:45:59 PM,41.903496586,-87.629974549,"(41.903496586, -87.629974549)",02
12608112,JF131532,02/01/2022 01:00:00 PM,012XX N ASHLAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,DRUG STORE,0,0,1424,14.0,1.0,24.0,11,1165506.0,1908134.0,2022,10/11/2022 04:45:59 PM,41.90351448,-87.667498444,"(41.90351448, -87.667498444)",02
12607103,JF131061,02/01/2022 01:00:00 PM,012XX W MONTROSE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1913,19.0,46.0,3.0,14,1166984.0,1929347.0,2022,10/11/2022 04:45:59 PM,41.961692442,-87.66145881700001,"(41.961692442, -87.661458817)",02
12607115,JF131082,02/01/2022 01:00:00 PM,002XX N LAVERGNE AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,0,0,1532,15.0,28.0,25.0,08B,1143003.0,1901153.0,2022,10/11/2022 04:45:59 PM,41.884807342,-87.75033191,"(41.884807342, -87.75033191)",02
12607168,JF131098,02/01/2022 01:00:00 PM,069XX S EGGLESTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,732,7.0,6.0,68.0,14,1174477.0,1858962.0,2022,10/11/2022 04:45:59 PM,41.768386633,-87.63601251,"(41.768386633, -87.63601251)",02
12607972,JF132063,02/01/2022 01:00:00 PM,032XX W CARROLL AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,0,0,1123,11.0,28.0,27.0,05,1154638.0,1902218.0,2022,10/11/2022 04:45:59 PM,41.887504955,-87.707577621,"(41.887504955, -87.707577621)",02
12612321,JF137497,02/01/2022 01:00:00 PM,095XX S BENNETT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,0,431,4.0,7.0,51.0,11,1190515.0,1842078.0,2022,10/11/2022 04:45:59 PM,41.721683546,-87.57776968,"(41.721683546, -87.57776968)",02
12607221,JF130952,02/01/2022 01:00:00 PM,012XX S WABASH AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,GROCERY FOOD STORE,0,0,131,1.0,3.0,33.0,11,1176963.0,1894850.0,2022,10/11/2022 04:45:59 PM,41.866810739,-87.625817031,"(41.866810739, -87.625817031)",02
12607028,JF130803,02/01/2022 01:00:00 PM,049XX S HOYNE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,1,931,9.0,15.0,61.0,08A,1163195.0,1871903.0,2022,10/11/2022 04:45:59 PM,41.804141983,-87.67700448299999,"(41.804141983, -87.677004483)",02
12607174,JF130864,02/01/2022 01:08:00 PM,054XX W MADISON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,1,0,1522,15.0,29.0,25.0,15,1140172.0,1899491.0,2022,10/11/2022 04:45:59 PM,41.880298909,-87.760768633,"(41.880298909, -87.760768633)",02
12606623,JF130314,02/01/2022 01:12:00 AM,015XX N MAYFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,1,0,2531,25.0,29.0,25.0,15,1136737.0,1909623.0,2022,10/11/2022 04:45:59 PM,41.908164603,-87.773138878,"(41.908164603, -87.773138878)",02
12607122,JF130845,02/01/2022 01:14:00 PM,021XX E 87TH ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,0,0,412,4.0,8.0,45.0,08B,1191768.0,1847705.0,2022,10/11/2022 04:45:59 PM,41.737094305,-87.57299817799999,"(41.737094305, -87.572998178)",02
26597,JF130771,02/01/2022 01:18:00 PM,132XX S RIVERDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,0,0,533,5.0,9.0,54.0,01A,1181869.0,1817479.0,2022,09/18/2022 04:45:51 PM,41.654384348,-87.61019446899999,"(41.654384348, -87.610194469)",02
12607007,JF130817,02/01/2022 01:20:00 AM,001XX W 80TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,1,623,6.0,17.0,44.0,14,1176889.0,1851945.0,2022,10/11/2022 04:45:59 PM,41.749077175,-87.627382482,"(41.749077175, -87.627382482)",02
