ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Month
12283380,JE129392,02/01/2021 01:00:00 AM,110XX S VERNON AVE,0560,ASSAULT,SIMPLE,APARTMENT,0,0,513,5.0,9.0,49.0,08A,1181203.0,1831877.0,2021,02/08/2021 03:48:15 PM,41.693909881,-87.612190453,"(41.693909881, -87.612190453)",02
12282998,JE128797,02/01/2021 01:00:00 AM,039XX S LANGLEY AVE,0555,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - HANDGUN,STREET,0,0,214,2.0,4.0,38.0,04A,1181469.0,1878477.0,2021,02/08/2021 03:48:15 PM,41.821779087,-87.609781592,"(41.821779087, -87.609781592)",02
12283003,JE128793,02/01/2021 01:00:00 AM,024XX S HARDING AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,0,0,1013,10.0,22.0,30.0,03,1150435.0,1887404.0,2021,02/08/2021 03:48:15 PM,41.846936687,-87.72339895399999,"(41.846936687, -87.723398954)",02
12284024,JE129216,02/01/2021 01:00:00 PM,021XX N DRAKE AVE,0560,ASSAULT,SIMPLE,STREET,0,0,1413,14.0,35.0,22.0,08A,1152463.0,1914189.0,2021,02/08/2021 03:48:15 PM,41.920397755,-87.715248181,"(41.920397755, -87.715248181)",02
12283303,JE129246,02/01/2021 01:00:00 PM,102XX S FOREST AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,511,5.0,9.0,49.0,14,1180054.0,1837189.0,2021,02/08/2021 03:48:15 PM,41.708513053,-87.61623525899999,"(41.708513053, -87.616235259)",02
12284762,JE131029,02/01/2021 01:00:00 PM,081XX S WASHTENAW AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,0,835,8.0,18.0,70.0,11,1159790.0,1850522.0,2021,02/08/2021 03:48:15 PM,41.745540137,-87.69007899799999,"(41.745540137, -87.690078998)",02
12310296,JE163088,02/01/2021 01:00:00 PM,040XX E 134TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,0,433,4.0,10.0,55.0,11,1204544.0,1816604.0,2021,03/10/2021 03:46:08 PM,41.651431329,-87.527258234,"(41.651431329, -87.527258234)",02
12283279,JE129208,02/01/2021 01:00:00 PM,050XX N WESTERN AVE,0460,BATTERY,SIMPLE,STREET,0,0,2031,20.0,40.0,4.0,08B,1159444.0,1933536.0,2021,02/08/2021 03:48:15 PM,41.973346153,-87.689064271,"(41.973346153, -87.689064271)",02
12283335,JE129191,02/01/2021 01:00:00 PM,033XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1123,11.0,28.0,27.0,08B,1154035.0,1900782.0,2021,02/08/2021 03:48:15 PM,41.883576472,-87.70983034700001,"(41.883576472, -87.709830347)",02
12283777,JE129802,02/01/2021 01:00:00 PM,006XX E MARQUETTE RD,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,0,1,321,3.0,20.0,42.0,04B,1181512.0,1861388.0,2021,02/08/2021 03:48:15 PM,41.77488441,-87.610151271,"(41.77488441, -87.610151271)",02
12283316,JE129310,02/01/2021 01:00:00 PM,091XX S LOOMIS ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,0,2222,22.0,21.0,73.0,11,1168601.0,1844105.0,2021,02/08/2021 03:48:15 PM,41.727745685,-87.65797831200001,"(41.727745685, -87.657978312)",02
12283258,JE129190,02/01/2021 01:00:00 PM,057XX S MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,0,0,715,7.0,16.0,67.0,06,1166320.0,1866744.0,2021,02/08/2021 03:48:15 PM,41.789919019,-87.665690403,"(41.789919019, -87.665690403)",02
12283508,JE129642,02/01/2021 01:00:00 PM,061XX N WINTHROP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,0,0,2433,24.0,48.0,77.0,14,1167749.0,1940845.0,2021,02/08/2021 03:48:15 PM,41.993226786,-87.65831314299999,"(41.993226786, -87.658313143)",02
12285254,JE131693,02/01/2021 01:00:00 PM,005XX W FULLERTON PKWY,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,0,0,1812,18.0,43.0,7.0,10,1172374.0,1916223.0,2021,02/08/2021 03:48:15 PM,41.925562043,-87.642031434,"(41.925562043, -87.642031434)",02
12283009,JE128759,02/01/2021 01:02:00 AM,011XX N SPAULDING AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,0,0,1121,11.0,26.0,23.0,03,1154100.0,1907440.0,2021,02/08/2021 03:48:15 PM,41.901845372,-87.709413879,"(41.901845372, -87.709413879)",02
12283326,JE129197,02/01/2021 01:03:00 PM,051XX W CHICAGO AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,GAS STATION,1,0,1531,15.0,37.0,25.0,18,1141741.0,1904839.0,2021,02/08/2021 03:48:15 PM,41.894945606,-87.75487497700001,"(41.894945606, -87.754874977)",02
12283283,JE129194,02/01/2021 01:05:00 PM,020XX W JACKSON BLVD,0460,BATTERY,SIMPLE,APARTMENT,1,0,1225,12.0,27.0,28.0,08B,1162659.0,1898621.0,2021,02/08/2021 03:48:15 PM,41.877470199,-87.67822287700001,"(41.877470199, -87.678222877)",02
12282984,JE128767,02/01/2021 01:09:00 AM,039XX N HARLEM AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),1,0,1632,16.0,38.0,17.0,15,1127359.0,1925455.0,2021,02/08/2021 03:48:15 PM,41.951772506,-87.80723270700001,"(41.951772506, -87.807232707)",02
