ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Month
12556839,JE464391,12/01/2021 01:00:00 AM,004XX N LECLAIRE AVE,0810,THEFT,OVER $500,APARTMENT,0,0,1532,15.0,37.0,25.0,06,1142291.0,1902440.0,2021,12/08/2021 03:50:46 PM,41.888352271,-87.752914549,"(41.888352271, -87.752914549)",12
12555102,JE462221,12/01/2021 01:00:00 AM,010XX W ROSEMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER (SPECIFY),0,0,2433,24.0,48.0,77.0,14,1167922.0,1942003.0,2021,12/08/2021 03:50:46 PM,41.996400617,-87.65764317700001,"(41.996400617, -87.657643177)",12
12554844,JE461969,12/01/2021 01:00:00 AM,048XX S VINCENNES AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,0,1,223,2.0,3.0,38.0,26,1180402.0,1873113.0,2021,12/08/2021 03:50:46 PM,41.807084429,-87.613860628,"(41.807084429, -87.613860628)",12
12555014,JE462243,12/01/2021 01:00:00 AM,075XX S ESSEX AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,421,4.0,7.0,43.0,07,1194172.0,1855497.0,2021,12/08/2021 03:50:46 PM,41.758417569,-87.563935541,"(41.758417569, -87.563935541)",12
12579011,JE491092,12/01/2021 01:00:00 PM,036XX W 56TH PL,1120,DECEPTIVE PRACTICE,FORGERY,BANK,0,0,822,8.0,23.0,62.0,10,1153091.0,1866901.0,2021,12/30/2021 03:51:12 PM,41.790621519,-87.714193598,"(41.790621519, -87.714193598)",12
12556369,JE462936,12/01/2021 01:00:00 PM,065XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,0,312,3.0,20.0,42.0,08B,1180043.0,1861816.0,2021,12/08/2021 03:50:46 PM,41.776092657,-87.615523266,"(41.776092657, -87.615523266)",12
12555208,JE462411,12/01/2021 01:00:00 PM,002XX N KARLOV AVE,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,0,0,1114,11.0,28.0,26.0,04B,1149028.0,1900874.0,2021,12/08/2021 03:50:46 PM,41.883927283,-87.72821421100001,"(41.883927283, -87.728214211)",12
12569224,JE479478,12/01/2021 01:00:00 PM,012XX W 96TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,0,0,2213,22.0,21.0,73.0,11,1169849.0,1841000.0,2021,12/18/2021 03:48:11 PM,41.719198147,-87.653496498,"(41.719198147, -87.653496498)",12
12557186,JE464741,12/01/2021 01:00:00 PM,012XX S WABASH AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,0,0,131,1.0,3.0,33.0,11,1176964.0,1894831.0,2021,12/08/2021 03:50:46 PM,41.866758579,-87.625813935,"(41.866758579, -87.625813935)",12
12556774,JE463034,12/01/2021 01:00:00 PM,020XX N HUMBOLDT BLVD,0460,BATTERY,SIMPLE,APARTMENT,0,0,1414,14.0,1.0,22.0,08B,1156045.0,1913357.0,2021,12/08/2021 03:50:46 PM,41.918043082,-87.702109674,"(41.918043082, -87.702109674)",12
