ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Month
12259461,JE100546,01/01/2021 01:00:00 AM,076XX S RHODES AVE,0460,BATTERY,SIMPLE,RESIDENCE,0,0,624,6.0,6.0,69.0,08B,1181227.0,1854479.0,2021,01/16/2021 03:49:23 PM,41.755931978,-87.61140860100001,"(41.755931978, -87.611408601)",01
12258637,JE100145,01/01/2021 01:00:00 AM,073XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,0,0,323,3.0,6.0,69.0,08B,1178432.0,1856342.0,2021,01/16/2021 03:49:23 PM,41.761108163,-87.62159508,"(41.761108163, -87.62159508)",01
12259007,JE100631,01/01/2021 01:00:00 AM,009XX W 49TH PL,0320,ROBBERY,STRONG ARM - NO WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,933,9.0,20.0,61.0,03,1170918.0,1872010.0,2021,01/16/2021 03:49:23 PM,41.804270279,-87.64867709,"(41.804270279, -87.64867709)",01
12258598,JE100079,01/01/2021 01:00:00 AM,029XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,0,1,133,1.0,3.0,35.0,08B,1176756.0,1885525.0,2021,01/16/2021 03:49:23 PM,41.841226973000005,-87.626858599,"(41.841226973, -87.626858599)",01
12259387,JE100026,01/01/2021 01:00:00 AM,001XX W 63RD ST,0560,ASSAULT,SIMPLE,GAS STATION,0,0,311,3.0,20.0,68.0,08A,1176275.0,1863208.0,2021,01/16/2021 03:49:23 PM,41.77999793,-87.629294594,"(41.77999793, -87.629294594)",01
12738241,JF289751,01/01/2021 01:00:00 AM,074XX S PRAIRIE AVE,0810,THEFT,OVER $500,APARTMENT,0,0,323,3.0,6.0,69.0,06,,,2021,06/23/2022 04:50:52 PM,,,,01
12259526,JE100397,01/01/2021 01:00:00 AM,024XX S DRAKE AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,0,0,1024,10.0,22.0,30.0,03,1153092.0,1887499.0,2021,01/16/2021 03:49:23 PM,41.847145181,-87.71364522799999,"(41.847145181, -87.713645228)",01
12258697,JE100073,01/01/2021 01:00:00 AM,006XX N ST CLAIR ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,0,1,1834,18.0,42.0,8.0,08B,1177724.0,1904638.0,2021,01/16/2021 03:49:23 PM,41.893652298,-87.622725822,"(41.893652298, -87.622725822)",01
12278455,JE122574,01/01/2021 01:00:00 AM,014XX W 80TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,0,0,612,6.0,21.0,71.0,11,1168305.0,1851703.0,2021,01/27/2021 03:52:04 PM,41.748602054,-87.658844476,"(41.748602054, -87.658844476)",01
12258531,JE100065,01/01/2021 01:00:00 AM,030XX S ST LOUIS AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE - PORCH / HALLWAY,0,0,1032,10.0,22.0,30.0,15,1153519.0,1884087.0,2021,01/16/2021 03:49:23 PM,41.83777377,-87.712168696,"(41.83777377, -87.712168696)",01
12259241,JE100071,01/01/2021 01:00:00 AM,107XX S HOXIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,434,4.0,10.0,51.0,08B,1195226.0,1834229.0,2021,01/16/2021 03:49:23 PM,41.700030373,-87.56077238200001,"(41.700030373, -87.560772382)",01
12275764,JE120043,01/01/2021 01:00:00 AM,045XX S CHAMPLAIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),0,0,221,2.0,4.0,38.0,14,1181468.0,1875022.0,2021,01/26/2021 03:48:59 PM,41.812298324,-87.60989197100001,"(41.812298324, -87.609891971)",01
12260596,JE102470,01/01/2021 01:00:00 AM,012XX N CICERO AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,0,0,2533,25.0,37.0,25.0,04B,1144139.0,1908027.0,2021,01/16/2021 03:49:23 PM,41.903649133,-87.74598749799999,"(41.903649133, -87.745987498)",01
12258710,JE100140,01/01/2021 01:00:00 AM,086XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1,614,6.0,21.0,71.0,08B,1166514.0,1847453.0,2021,01/16/2021 03:49:23 PM,41.736977778,-87.665528209,"(41.736977778, -87.665528209)",01
