ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Month
12304145,JE155580,03/01/2021 01:00:00 AM,057XX S ELIZABETH ST,0820,THEFT,$500 AND UNDER,APARTMENT,0,1,713,7.0,16.0,67.0,06,1168969.0,1866719.0,2021,03/08/2021 03:55:51 PM,41.789793556,-87.65597800399999,"(41.789793556, -87.655978004)",03
12305646,JE157410,03/01/2021 01:00:00 AM,022XX S WESTERN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,ATM (AUTOMATIC TELLER MACHINE),0,0,1034,10.0,28.0,31.0,11,1160716.0,1889098.0,2021,03/08/2021 03:55:51 PM,41.851378633,-87.68562086,"(41.851378633, -87.68562086)",03
12304548,JE156198,03/01/2021 01:00:00 AM,052XX S WHIPPLE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,923,9.0,14.0,63.0,05,1156933.0,1869714.0,2021,03/26/2021 04:58:11 PM,41.798263992,-87.700029823,"(41.798263992, -87.700029823)",03
12304470,JE155935,03/01/2021 01:00:00 PM,043XX W WEST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,0,1,1114,11.0,28.0,26.0,08B,1147447.0,1900621.0,2021,03/08/2021 03:55:51 PM,41.883263467,-87.734026344,"(41.883263467, -87.734026344)",03
12305151,JE156762,03/01/2021 01:00:00 PM,051XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,231,2.0,3.0,40.0,14,1178912.0,1871042.0,2021,03/08/2021 03:55:51 PM,41.801435519,-87.619388535,"(41.801435519, -87.619388535)",03
12312097,JE165229,03/01/2021 01:00:00 PM,057XX W IRVING PARK RD,0560,ASSAULT,SIMPLE,APARTMENT,0,1,1633,16.0,38.0,15.0,08A,1137174.0,1926012.0,2021,03/12/2021 03:51:55 PM,41.953129968,-87.77113876799999,"(41.953129968, -87.771138768)",03
12304586,JE156180,03/01/2021 01:00:00 PM,020XX N KIMBALL AVE,0820,THEFT,$500 AND UNDER,CTA BUS,0,0,1413,14.0,26.0,22.0,06,1153381.0,1913165.0,2021,03/08/2021 03:55:51 PM,41.917569606,-87.71190251899999,"(41.917569606, -87.711902519)",03
12305022,JE155977,03/01/2021 01:00:00 PM,045XX W AUGUSTA BLVD,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,0,1111,11.0,37.0,23.0,08B,1145924.0,1906273.0,2021,03/08/2021 03:55:51 PM,41.898802243,-87.739475311,"(41.898802243, -87.739475311)",03
12304434,JE155970,03/01/2021 01:00:00 PM,081XX S TALMAN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,0,1,835,8.0,18.0,70.0,08A,1160125.0,1850391.0,2021,03/08/2021 03:55:51 PM,41.745173774,-87.68885508299999,"(41.745173774, -87.688855083)",03
12314439,JE165970,03/01/2021 01:00:00 PM,002XX W MADISON ST,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,0,0,122,1.0,42.0,32.0,06,1174636.0,1900346.0,2021,03/16/2021 04:50:22 PM,41.881944424,-87.634195294,"(41.881944424, -87.634195294)",03
12304428,JE155986,03/01/2021 01:00:00 PM,010XX N LAWNDALE AVE,0890,THEFT,FROM BUILDING,APARTMENT,0,0,1112,11.0,27.0,23.0,06,1151525.0,1906656.0,2021,03/08/2021 03:55:51 PM,41.899745,-87.718892866,"(41.899745, -87.718892866)",03
12304482,JE156051,03/01/2021 01:00:00 PM,008XX E 88TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,0,632,6.0,8.0,44.0,11,1183426.0,1846479.0,2021,03/08/2021 03:55:51 PM,41.733928198,-87.603598477,"(41.733928198, -87.603598477)",03
12304731,JE156245,03/01/2021 01:00:00 PM,087XX S BEVERLY AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,0,0,2221,22.0,21.0,71.0,05,1164779.0,1846604.0,2021,03/08/2021 03:55:51 PM,41.734684761,-87.671908646,"(41.734684761, -87.671908646)",03
12656671,JF190884,03/01/2021 01:00:00 PM,008XX S KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1132,11.0,24.0,26.0,08B,,,2021,03/30/2022 04:53:38 PM,,,,03
12306713,JE158681,03/01/2021 01:00:00 PM,027XX W ROOSEVELT RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,0,0,1135,11.0,28.0,29.0,11,1158071.0,1894595.0,2021,03/08/2021 03:55:51 PM,41.866517317,-87.695178701,"(41.866517317, -87.695178701)",03
12310307,JE163018,03/01/2021 01:00:00 PM,073XX S CARPENTER ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,0,0,733,7.0,17.0,68.0,26,1170585.0,1856109.0,2021,03/10/2021 03:46:08 PM,41.760643345,-87.65036157799999,"(41.760643345, -87.650361578)",03
