ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Month
9949815,HY138211,02/01/2015 01:00:00 AM,041XX W SCHOOL ST,0820,THEFT,$500 AND UNDER,RESIDENCE,0,0,1731,17.0,31.0,16.0,06,1148250.0,1921620.0,2015,02/10/2018 03:50:01 PM,41.940871365,-87.730535716,"(41.940871365, -87.730535716)",02
10098232,HY286312,02/01/2015 01:00:00 AM,025XX N ST LOUIS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,0,0,1413,14.0,26.0,22.0,06,1152618.0,1916630.0,2015,02/10/2018 03:50:01 PM,41.927092999,-87.714613966,"(41.927092999, -87.714613966)",02
9947475,HY135950,02/01/2015 01:00:00 AM,074XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,334,3.0,7.0,43.0,14,1195788.0,1856597.0,2015,02/10/2018 03:50:01 PM,41.761396234,-87.557976827,"(41.761396234, -87.557976827)",02
10000664,HY190391,02/01/2015 01:00:00 PM,042XX W AUGUSTA BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0,0,1111,11.0,37.0,23.0,06,1147957.0,1906331.0,2015,02/10/2018 03:50:01 PM,41.898922542,-87.732006633,"(41.898922542, -87.732006633)",02
9947742,HY136346,02/01/2015 01:00:00 PM,048XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,1,0,1533,15.0,28.0,25.0,18,1144251.0,1899226.0,2015,02/10/2018 03:50:01 PM,41.879496065,-87.745797456,"(41.879496065, -87.745797456)",02
9971245,HY160957,02/01/2015 01:00:00 PM,022XX W 119TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,2212,22.0,19.0,75.0,14,1163897.0,1825678.0,2015,02/10/2018 03:50:01 PM,41.677278856,-87.67572536,"(41.677278856, -87.67572536)",02
9947787,HY136338,02/01/2015 01:00:00 PM,016XX W BRYN MAWR AVE,0460,BATTERY,SIMPLE,ALLEY,0,0,2012,20.0,40.0,77.0,08B,1164383.0,1937259.0,2015,02/10/2018 03:50:01 PM,41.983458833,-87.670796561,"(41.983458833, -87.670796561)",02
9963827,HY153396,02/01/2015 01:00:00 PM,048XX W RICE ST,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,0,0,1531,15.0,37.0,25.0,05,1143885.0,1905217.0,2015,02/10/2018 03:50:01 PM,41.895942945,-87.746991055,"(41.895942945, -87.746991055)",02
9948036,HY136815,02/01/2015 01:00:00 PM,050XX S LAKE PARK AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,0,0,222,2.0,4.0,39.0,07,1187373.0,1871948.0,2015,02/10/2018 03:50:01 PM,41.803724608,-87.58833054200001,"(41.803724608, -87.588330542)",02
9947563,HY135970,02/01/2015 01:01:00 AM,026XX N RIDGEWAY AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,1,0,2524,25.0,35.0,22.0,05,1150935.0,1917355.0,2015,02/10/2018 03:50:01 PM,41.929115619,-87.720779285,"(41.929115619, -87.720779285)",02
9947478,HY135951,02/01/2015 01:03:00 AM,054XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1522,15.0,29.0,25.0,08B,1140275.0,1898138.0,2015,02/10/2018 03:50:01 PM,41.876584216,-87.760423586,"(41.876584216, -87.760423586)",02
9947507,HY135953,02/01/2015 01:08:00 AM,034XX S CALIFORNIA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,GAS STATION,0,0,911,9.0,12.0,58.0,04B,1158249.0,1882014.0,2015,02/10/2018 03:50:01 PM,41.831990039,-87.69486863,"(41.831990039, -87.69486863)",02
9947818,HY136501,02/01/2015 01:10:00 AM,064XX N WESTERN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),0,0,2412,24.0,50.0,2.0,06,1159146.0,1942733.0,2015,02/10/2018 03:50:01 PM,41.998589249,-87.68990601600001,"(41.998589249, -87.689906016)",02
9947481,HY135959,02/01/2015 01:10:00 AM,062XX S DR MARTIN LUTHER KING JR DR,2027,NARCOTICS,POSS: CRACK,SIDEWALK,1,0,313,3.0,20.0,42.0,18,1179994.0,1863664.0,2015,02/10/2018 03:50:01 PM,41.781164874,-87.61564635399999,"(41.781164874, -87.615646354)",02
9947493,HY135957,02/01/2015 01:13:00 AM,020XX S THROOP ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,0,0,1235,12.0,25.0,31.0,04A,1168015.0,1890444.0,2015,02/10/2018 03:50:01 PM,41.854917975,-87.65879307600001,"(41.854917975, -87.658793076)",02
9947624,HY136096,02/01/2015 01:15:00 AM,059XX S LOOMIS BLVD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,0,0,713,7.0,16.0,67.0,26,1168012.0,1865400.0,2015,02/10/2018 03:50:01 PM,41.786194698,-87.659524944,"(41.786194698, -87.659524944)",02
9947780,HY136362,02/01/2015 01:15:00 PM,024XX W FLETCHER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,1931,19.0,1.0,5.0,08B,1159595.0,1920842.0,2015,02/10/2018 03:50:01 PM,41.938509996,-87.688860051,"(41.938509996, -87.688860051)",02
9947518,HY135973,02/01/2015 01:20:00 AM,009XX N DAMEN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,0,0,1212,12.0,32.0,24.0,04B,1162895.0,1906427.0,2015,02/10/2018 03:50:01 PM,41.898885554,-87.677137172,"(41.898885554, -87.677137172)",02
9947770,HY136376,02/01/2015 01:20:00 PM,057XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,0,1,232,2.0,20.0,40.0,08A,1178135.0,1867037.0,2015,02/10/2018 03:50:01 PM,41.790463096,-87.622359535,"(41.790463096, -87.622359535)",02
9947568,HY136046,02/01/2015 01:27:00 AM,035XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,STREET,1,0,1021,10.0,24.0,29.0,06,1153002.0,1894482.0,2015,02/10/2018 03:50:01 PM,41.866309127,-87.71379061200001,"(41.866309127, -87.713790612)",02
9947534,HY135978,02/01/2015 01:27:00 AM,056XX S MAY ST,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,0,0,712,7.0,16.0,68.0,26,1169612.0,1867481.0,2015,02/10/2018 03:50:01 PM,41.791870646,-87.653598225,"(41.791870646, -87.653598225)",02
